"RIM","Migration Type","REGIONTYPE","Region Type","ASGS_2011_STATE_GCCSA_SA4_SA3_SA2","Region","FREQUENCY","Frequency","TIME_FY","Time","Value","Flag Codes","Flags"
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2009","2008-09",395,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2010","2009-10",338,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2011","2010-11",188,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2012","2011-12",266,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2013","2012-13",274,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2014","2013-14",342,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061249","Pacific Pines - Gaven","A","Annual","2015","2014-15",212,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2007","2006-07",-18,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2008","2007-08",-54,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2009","2008-09",-59,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2010","2009-10",-57,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2011","2010-11",-88,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2012","2011-12",-116,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2013","2012-13",-91,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2014","2013-14",-105,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309061250","Worongary - Tallai","A","Annual","2015","2014-15",-68,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2007","2006-07",629,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2008","2007-08",652,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2009","2008-09",505,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2010","2009-10",520,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2011","2010-11",439,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2012","2011-12",358,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2013","2012-13",527,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2014","2013-14",489,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071251","Coomera","A","Annual","2015","2014-15",568,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2007","2006-07",135,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2008","2007-08",286,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2009","2008-09",76,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2010","2009-10",72,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2011","2010-11",173,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2012","2011-12",238,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2013","2012-13",30,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2014","2013-14",167,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071252","Helensvale","A","Annual","2015","2014-15",266,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2007","2006-07",191,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2008","2007-08",355,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2009","2008-09",282,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2010","2009-10",285,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2011","2010-11",377,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2012","2011-12",297,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2013","2012-13",178,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2014","2013-14",263,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071253","Hope Island","A","Annual","2015","2014-15",270,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2007","2006-07",41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2008","2007-08",34,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2009","2008-09",27,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2010","2009-10",-35,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2011","2010-11",-2,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2012","2011-12",-4,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2013","2012-13",-3,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2014","2013-14",23,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071254","Jacobs Well - Alberton","A","Annual","2015","2014-15",5,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2007","2006-07",382,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2008","2007-08",490,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2009","2008-09",600,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2010","2009-10",510,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2011","2010-11",459,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2012","2011-12",412,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2013","2012-13",433,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2014","2013-14",642,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071255","Ormeau - Yatala","A","Annual","2015","2014-15",452,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2007","2006-07",478,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2008","2007-08",399,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2009","2008-09",426,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2010","2009-10",241,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2011","2010-11",318,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2012","2011-12",189,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2013","2012-13",129,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2014","2013-14",208,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071256","Oxenford - Maudsland","A","Annual","2015","2014-15",49,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2007","2006-07",264,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2008","2007-08",346,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2009","2008-09",274,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2010","2009-10",318,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2011","2010-11",357,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2012","2011-12",326,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2013","2012-13",457,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2014","2013-14",437,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071257","Pimpama","A","Annual","2015","2014-15",517,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2007","2006-07",1506,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2008","2007-08",1571,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2009","2008-09",956,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2010","2009-10",911,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2011","2010-11",705,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2012","2011-12",938,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2013","2012-13",1244,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2014","2013-14",725,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309071258","Upper Coomera - Willow Vale","A","Annual","2015","2014-15",1117,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2007","2006-07",-22,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2008","2007-08",-59,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2009","2008-09",-60,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2010","2009-10",-49,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2011","2010-11",-54,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2012","2011-12",-13,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2013","2012-13",30,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2014","2013-14",-9,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081259","Clear Island Waters","A","Annual","2015","2014-15",15,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2007","2006-07",48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2008","2007-08",-35,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2009","2008-09",33,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2010","2009-10",5,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2011","2010-11",-36,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2012","2011-12",-10,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2013","2012-13",43,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2014","2013-14",72,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081260","Merrimac","A","Annual","2015","2014-15",87,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2007","2006-07",11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2008","2007-08",-343,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2009","2008-09",-97,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2010","2009-10",-150,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2011","2010-11",-226,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2012","2011-12",-101,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2013","2012-13",72,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2014","2013-14",131,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081261","Robina","A","Annual","2015","2014-15",138,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2007","2006-07",793,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2008","2007-08",372,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2009","2008-09",146,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2010","2009-10",55,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2011","2010-11",142,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2012","2011-12",31,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2013","2012-13",48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2014","2013-14",8,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309081262","Varsity Lakes","A","Annual","2015","2014-15",113,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2007","2006-07",-58,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2008","2007-08",-153,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2009","2008-09",-93,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2010","2009-10",-96,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2011","2010-11",-46,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2012","2011-12",-40,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2013","2012-13",0,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2014","2013-14",-11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091263","Ashmore","A","Annual","2015","2014-15",-92,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2007","2006-07",17,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2008","2007-08",-41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2009","2008-09",-113,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2010","2009-10",-97,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2011","2010-11",-38,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2012","2011-12",-75,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2013","2012-13",-6,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2014","2013-14",-78,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091264","Molendinar","A","Annual","2015","2014-15",-83,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2007","2006-07",-25,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2008","2007-08",-151,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2009","2008-09",-175,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2010","2009-10",-49,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2011","2010-11",-11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2012","2011-12",-51,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2013","2012-13",-36,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2014","2013-14",-45,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091265","Parkwood","A","Annual","2015","2014-15",-115,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2007","2006-07",-64,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2008","2007-08",25,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2009","2008-09",123,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2010","2009-10",67,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2011","2010-11",-167,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2012","2011-12",-261,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2013","2012-13",-263,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2014","2013-14",-52,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309091266","Southport","A","Annual","2015","2014-15",169,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2007","2006-07",-20,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2008","2007-08",-41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2009","2008-09",-103,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2010","2009-10",-38,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2011","2010-11",52,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2012","2011-12",15,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2013","2012-13",4,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2014","2013-14",9,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101267","Benowa","A","Annual","2015","2014-15",88,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2007","2006-07",-147,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2008","2007-08",-182,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2009","2008-09",-205,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2010","2009-10",-106,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2011","2010-11",-125,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2012","2011-12",-99,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2013","2012-13",-137,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2014","2013-14",-140,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101268","Bundall","A","Annual","2015","2014-15",-77,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2007","2006-07",-28,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2008","2007-08",-36,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2009","2008-09",-100,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2010","2009-10",-55,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2011","2010-11",-11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2012","2011-12",-41,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2013","2012-13",-13,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2014","2013-14",-48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101269","Main Beach","A","Annual","2015","2014-15",9,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2007","2006-07",-152,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2008","2007-08",-225,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2009","2008-09",-399,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2010","2009-10",-255,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2011","2010-11",-117,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2012","2011-12",-6,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2013","2012-13",-129,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2014","2013-14",-182,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","309101270","Surfers Paradise","A","Annual","2015","2014-15",62,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2007","2006-07",76,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2008","2007-08",6,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2009","2008-09",88,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2010","2009-10",14,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2011","2010-11",-113,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2012","2011-12",103,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2013","2012-13",-11,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2014","2013-14",-162,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011337","Bowen","A","Annual","2015","2014-15",-111,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2007","2006-07",-119,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2008","2007-08",-37,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2009","2008-09",-121,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2010","2009-10",-255,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2011","2010-11",-312,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2012","2011-12",-18,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2013","2012-13",-58,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2014","2013-14",-433,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011338","Broadsound - Nebo","A","Annual","2015","2014-15",-613,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2007","2006-07",-8,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2008","2007-08",-97,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2009","2008-09",-9,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2010","2009-10",-44,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2011","2010-11",76,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2012","2011-12",55,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2013","2012-13",-24,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2014","2013-14",-145,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011339","Clermont","A","Annual","2015","2014-15",-62,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2007","2006-07",-35,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2008","2007-08",16,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2009","2008-09",-43,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2010","2009-10",-95,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2011","2010-11",-99,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2012","2011-12",-37,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2013","2012-13",-72,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2014","2013-14",-164,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011340","Collinsville","A","Annual","2015","2014-15",-67,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2007","2006-07",48,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2008","2007-08",20,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2009","2008-09",-14,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2010","2009-10",-14,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2011","2010-11",140,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2012","2011-12",-228,,
"3","Internal Migration - Net","SA2","Statistical Area Level 2","312011341","Moranbah","A","Annual","2013","2012-13",-164,,
