"","Region","TIME_FY","Time","Value","dist_from_syd"
"2495","Royal National Park",2008,"2007-08",0,NA
"2496","Royal National Park",2009,"2008-09",0,NA
"2497","Royal National Park",2010,"2009-10",0,NA
"2498","Royal National Park",2011,"2010-11",0,NA
"2499","Royal National Park",2012,"2011-12",0,NA
"2500","Royal National Park",2013,"2012-13",0,NA
"2501","Royal National Park",2014,"2013-14",0,NA
"2502","Royal National Park",2015,"2014-15",0,NA
"2503","Sutherland - Kirrawee",2007,"2006-07",-31,NA
"2504","Sutherland - Kirrawee",2008,"2007-08",-91,NA
"2505","Sutherland - Kirrawee",2009,"2008-09",-21,NA
"2506","Sutherland - Kirrawee",2010,"2009-10",-103,NA
"2507","Sutherland - Kirrawee",2011,"2010-11",-68,NA
"2508","Sutherland - Kirrawee",2012,"2011-12",57,NA
"2509","Sutherland - Kirrawee",2013,"2012-13",-92,NA
"2510","Sutherland - Kirrawee",2014,"2013-14",14,NA
"2511","Sutherland - Kirrawee",2015,"2014-15",21,NA
"2512","Goulburn",2007,"2006-07",-65,NA
"2513","Goulburn",2008,"2007-08",67,NA
"2514","Goulburn",2009,"2008-09",173,NA
"2515","Goulburn",2010,"2009-10",223,NA
"2516","Goulburn",2011,"2010-11",216,NA
"2517","Goulburn",2012,"2011-12",226,NA
"2518","Goulburn",2013,"2012-13",149,NA
"2519","Goulburn",2014,"2013-14",88,NA
"2520","Goulburn",2015,"2014-15",147,NA
"2521","Goulburn Region",2007,"2006-07",-10,NA
"2522","Goulburn Region",2008,"2007-08",39,NA
"2523","Goulburn Region",2009,"2008-09",7,NA
"2524","Goulburn Region",2010,"2009-10",20,NA
"2525","Goulburn Region",2011,"2010-11",59,NA
"2526","Goulburn Region",2012,"2011-12",154,NA
"2527","Goulburn Region",2013,"2012-13",209,NA
"2528","Goulburn Region",2014,"2013-14",63,NA
"2529","Goulburn Region",2015,"2014-15",-10,NA
"2530","Yass",2007,"2006-07",48,NA
"2531","Yass",2008,"2007-08",120,NA
"2532","Yass",2009,"2008-09",74,NA
"2533","Yass",2010,"2009-10",109,NA
"2534","Yass",2011,"2010-11",113,NA
"2535","Yass",2012,"2011-12",112,NA
"2536","Yass",2013,"2012-13",15,NA
"2537","Yass",2014,"2013-14",10,NA
"2538","Yass",2015,"2014-15",57,NA
"2539","Yass Region",2007,"2006-07",87,NA
"2540","Yass Region",2008,"2007-08",80,NA
"2541","Yass Region",2009,"2008-09",100,NA
"2542","Yass Region",2010,"2009-10",105,NA
"2543","Yass Region",2011,"2010-11",99,NA
"2544","Yass Region",2012,"2011-12",233,NA
"2545","Yass Region",2013,"2012-13",102,NA
"2546","Yass Region",2014,"2013-14",64,NA
"2547","Yass Region",2015,"2014-15",32,NA
"2548","Young",2007,"2006-07",-12,NA
"2549","Young",2008,"2007-08",-60,NA
"2550","Young",2009,"2008-09",84,NA
"2551","Young",2010,"2009-10",99,NA
"2552","Young",2011,"2010-11",-22,NA
"2553","Young",2012,"2011-12",73,NA
"2554","Young",2013,"2012-13",-31,NA
"2555","Young",2014,"2013-14",-73,NA
"2556","Young",2015,"2014-15",-84,NA
"2557","Young Region",2007,"2006-07",-80,NA
"2558","Young Region",2008,"2007-08",-94,NA
"2559","Young Region",2009,"2008-09",9,NA
"2560","Young Region",2010,"2009-10",100,NA
"2561","Young Region",2011,"2010-11",2,NA
"2562","Young Region",2012,"2011-12",71,NA
"2563","Young Region",2013,"2012-13",-6,NA
"2564","Young Region",2014,"2013-14",16,NA
"2565","Young Region",2015,"2014-15",17,NA
"2566","Braidwood",2007,"2006-07",63,NA
"2567","Braidwood",2008,"2007-08",49,NA
"2568","Braidwood",2009,"2008-09",63,NA
"2569","Braidwood",2010,"2009-10",73,NA
"2570","Braidwood",2011,"2010-11",5,NA
"2571","Braidwood",2012,"2011-12",92,NA
"2572","Braidwood",2013,"2012-13",16,NA
"2573","Braidwood",2014,"2013-14",7,NA
"2574","Braidwood",2015,"2014-15",43,NA
"2575","Karabar",2007,"2006-07",-290,NA
"2576","Karabar",2008,"2007-08",-220,NA
"2577","Karabar",2009,"2008-09",-198,NA
"2578","Karabar",2010,"2009-10",-185,NA
"2579","Karabar",2011,"2010-11",-208,NA
"2580","Karabar",2012,"2011-12",-190,NA
"2581","Karabar",2013,"2012-13",-184,NA
"2582","Karabar",2014,"2013-14",-187,NA
"2583","Karabar",2015,"2014-15",-270,NA
"2584","Queanbeyan",2007,"2006-07",46,NA
"2585","Queanbeyan",2008,"2007-08",119,NA
"2586","Queanbeyan",2009,"2008-09",119,NA
"2587","Queanbeyan",2010,"2009-10",135,NA
"2588","Queanbeyan",2011,"2010-11",77,NA
"2589","Queanbeyan",2012,"2011-12",26,NA
"2590","Queanbeyan",2013,"2012-13",154,NA
"2591","Queanbeyan",2014,"2013-14",49,NA
"2592","Queanbeyan",2015,"2014-15",-57,NA
"2593","Queanbeyan - East",2007,"2006-07",48,NA
"2594","Queanbeyan - East",2008,"2007-08",29,NA
"2595","Queanbeyan - East",2009,"2008-09",18,NA
"2596","Queanbeyan - East",2010,"2009-10",-33,NA
"2597","Queanbeyan - East",2011,"2010-11",-3,NA
"2598","Queanbeyan - East",2012,"2011-12",-45,NA
"2599","Queanbeyan - East",2013,"2012-13",-35,NA
"2600","Queanbeyan - East",2014,"2013-14",-10,NA
"2601","Queanbeyan - East",2015,"2014-15",-12,NA
"2602","Queanbeyan Region",2007,"2006-07",312,NA
"2603","Queanbeyan Region",2008,"2007-08",330,NA
"2604","Queanbeyan Region",2009,"2008-09",257,NA
"2605","Queanbeyan Region",2010,"2009-10",164,NA
"2606","Queanbeyan Region",2011,"2010-11",208,NA
"2607","Queanbeyan Region",2012,"2011-12",111,NA
"2608","Queanbeyan Region",2013,"2012-13",179,NA
"2609","Queanbeyan Region",2014,"2013-14",144,NA
"2610","Queanbeyan Region",2015,"2014-15",145,NA
"2611","Queanbeyan West - Jerrabomberra",2007,"2006-07",-89,NA
"2612","Queanbeyan West - Jerrabomberra",2008,"2007-08",-90,NA
"2613","Queanbeyan West - Jerrabomberra",2009,"2008-09",-90,NA
"2614","Queanbeyan West - Jerrabomberra",2010,"2009-10",-152,NA
"2615","Queanbeyan West - Jerrabomberra",2011,"2010-11",-107,NA
"2616","Queanbeyan West - Jerrabomberra",2012,"2011-12",-191,NA
"2617","Queanbeyan West - Jerrabomberra",2013,"2012-13",-105,NA
"2618","Queanbeyan West - Jerrabomberra",2014,"2013-14",-112,NA
"2619","Queanbeyan West - Jerrabomberra",2015,"2014-15",-193,NA
"2620","Bombala",2007,"2006-07",-31,NA
"2621","Bombala",2008,"2007-08",-31,NA
"2622","Bombala",2009,"2008-09",-35,NA
"2623","Bombala",2010,"2009-10",-30,NA
"2624","Bombala",2011,"2010-11",-47,NA
"2625","Bombala",2012,"2011-12",-71,NA
"2626","Bombala",2013,"2012-13",1,NA
"2627","Bombala",2014,"2013-14",4,NA
"2628","Bombala",2015,"2014-15",35,NA
"2629","Cooma",2007,"2006-07",-71,NA
"2630","Cooma",2008,"2007-08",-7,NA
"2631","Cooma",2009,"2008-09",-45,NA
"2632","Cooma",2010,"2009-10",21,NA
"2633","Cooma",2011,"2010-11",2,NA
"2634","Cooma",2012,"2011-12",117,NA
"2635","Cooma",2013,"2012-13",-1,NA
"2636","Cooma",2014,"2013-14",20,NA
"2637","Cooma",2015,"2014-15",-94,NA
"2638","Cooma Region",2007,"2006-07",7,NA
"2639","Cooma Region",2008,"2007-08",53,NA
"2640","Cooma Region",2009,"2008-09",-26,NA
"2641","Cooma Region",2010,"2009-10",-23,NA
"2642","Cooma Region",2011,"2010-11",13,NA
"2643","Cooma Region",2012,"2011-12",13,NA
"2644","Cooma Region",2013,"2012-13",-56,NA
"2645","Cooma Region",2014,"2013-14",-41,NA
"2646","Cooma Region",2015,"2014-15",30,NA
"2647","Jindabyne - Berridale",2007,"2006-07",-5,NA
"2648","Jindabyne - Berridale",2008,"2007-08",-36,NA
"2649","Jindabyne - Berridale",2009,"2008-09",7,NA
"2650","Jindabyne - Berridale",2010,"2009-10",49,NA
"2651","Jindabyne - Berridale",2011,"2010-11",55,NA
"2652","Jindabyne - Berridale",2012,"2011-12",33,NA
"2653","Jindabyne - Berridale",2013,"2012-13",15,NA
"2654","Jindabyne - Berridale",2014,"2013-14",3,NA
"2655","Jindabyne - Berridale",2015,"2014-15",54,NA
"2656","Batemans Bay",2007,"2006-07",43,NA
"2657","Batemans Bay",2008,"2007-08",49,NA
"2658","Batemans Bay",2009,"2008-09",23,NA
"2659","Batemans Bay",2010,"2009-10",57,NA
"2660","Batemans Bay",2011,"2010-11",63,NA
"2661","Batemans Bay",2012,"2011-12",-9,NA
"2662","Batemans Bay",2013,"2012-13",42,NA
"2663","Batemans Bay",2014,"2013-14",44,NA
"2664","Batemans Bay",2015,"2014-15",80,NA
"2665","Batemans Bay - South",2007,"2006-07",0,NA
"2666","Batemans Bay - South",2008,"2007-08",76,NA
"2667","Batemans Bay - South",2009,"2008-09",41,NA
"2668","Batemans Bay - South",2010,"2009-10",93,NA
"2669","Batemans Bay - South",2011,"2010-11",54,NA
"2670","Batemans Bay - South",2012,"2011-12",6,NA
"2671","Batemans Bay - South",2013,"2012-13",59,NA
"2672","Batemans Bay - South",2014,"2013-14",46,NA
"2673","Batemans Bay - South",2015,"2014-15",37,NA
"2674","Bega - Tathra",2007,"2006-07",-27,NA
"2675","Bega - Tathra",2008,"2007-08",-20,NA
"2676","Bega - Tathra",2009,"2008-09",-1,NA
"2677","Bega - Tathra",2010,"2009-10",69,NA
"2678","Bega - Tathra",2011,"2010-11",13,NA
"2679","Bega - Tathra",2012,"2011-12",-3,NA
"2680","Bega - Tathra",2013,"2012-13",21,NA
"2681","Bega - Tathra",2014,"2013-14",48,NA
"2682","Bega - Tathra",2015,"2014-15",-34,NA
"2683","Bega-Eden Hinterland",2007,"2006-07",-38,NA
"2684","Bega-Eden Hinterland",2008,"2007-08",14,NA
"2685","Bega-Eden Hinterland",2009,"2008-09",48,NA
"2686","Bega-Eden Hinterland",2010,"2009-10",133,NA
"2687","Bega-Eden Hinterland",2011,"2010-11",10,NA
"2688","Bega-Eden Hinterland",2012,"2011-12",-30,NA
"2689","Bega-Eden Hinterland",2013,"2012-13",8,NA
"2690","Bega-Eden Hinterland",2014,"2013-14",36,NA
"2691","Bega-Eden Hinterland",2015,"2014-15",18,NA
"2692","Broulee - Tomakin",2007,"2006-07",-45,NA
"2693","Broulee - Tomakin",2008,"2007-08",-30,NA
"2694","Broulee - Tomakin",2009,"2008-09",29,NA
"2695","Broulee - Tomakin",2010,"2009-10",29,NA
"2696","Broulee - Tomakin",2011,"2010-11",21,NA
"2697","Broulee - Tomakin",2012,"2011-12",-8,NA
"2698","Broulee - Tomakin",2013,"2012-13",33,NA
"2699","Broulee - Tomakin",2014,"2013-14",40,NA
"2700","Broulee - Tomakin",2015,"2014-15",29,NA
"2701","Deua - Wadbilliga",2007,"2006-07",0,NA
"2702","Deua - Wadbilliga",2008,"2007-08",0,NA
"2703","Deua - Wadbilliga",2009,"2008-09",0,NA
"2704","Deua - Wadbilliga",2010,"2009-10",0,NA
"2705","Deua - Wadbilliga",2011,"2010-11",0,NA
"2706","Deua - Wadbilliga",2012,"2011-12",0,NA
"2707","Deua - Wadbilliga",2013,"2012-13",0,NA
"2708","Deua - Wadbilliga",2014,"2013-14",0,NA
"2709","Deua - Wadbilliga",2015,"2014-15",0,NA
"2710","Eden",2007,"2006-07",-32,NA
"2711","Eden",2008,"2007-08",-68,NA
"2712","Eden",2009,"2008-09",-68,NA
"2713","Eden",2010,"2009-10",32,NA
"2714","Eden",2011,"2010-11",2,NA
"2715","Eden",2012,"2011-12",34,NA
"2716","Eden",2013,"2012-13",2,NA
"2717","Eden",2014,"2013-14",-39,NA
"2718","Eden",2015,"2014-15",12,NA
"2719","Eurobodalla Hinterland",2007,"2006-07",8,NA
"2720","Eurobodalla Hinterland",2008,"2007-08",-14,NA
"2721","Eurobodalla Hinterland",2009,"2008-09",-6,NA
"2722","Eurobodalla Hinterland",2010,"2009-10",38,NA
"2723","Eurobodalla Hinterland",2011,"2010-11",-21,NA
"2724","Eurobodalla Hinterland",2012,"2011-12",-10,NA
"2725","Eurobodalla Hinterland",2013,"2012-13",23,NA
"2726","Eurobodalla Hinterland",2014,"2013-14",28,NA
"2727","Eurobodalla Hinterland",2015,"2014-15",38,NA
"2728","Merimbula - Tura Beach",2007,"2006-07",167,NA
"2729","Merimbula - Tura Beach",2008,"2007-08",60,NA
"2730","Merimbula - Tura Beach",2009,"2008-09",54,NA
"2731","Merimbula - Tura Beach",2010,"2009-10",231,NA
"2732","Merimbula - Tura Beach",2011,"2010-11",127,NA
"2733","Merimbula - Tura Beach",2012,"2011-12",105,NA
"2734","Merimbula - Tura Beach",2013,"2012-13",93,NA
"2735","Merimbula - Tura Beach",2014,"2013-14",44,NA
"2736","Merimbula - Tura Beach",2015,"2014-15",116,NA
"2737","Moruya - Tuross Head",2007,"2006-07",11,NA
"2738","Moruya - Tuross Head",2008,"2007-08",-12,NA
"2739","Moruya - Tuross Head",2009,"2008-09",4,NA
"2740","Moruya - Tuross Head",2010,"2009-10",53,NA
"2741","Moruya - Tuross Head",2011,"2010-11",79,NA
"2742","Moruya - Tuross Head",2012,"2011-12",20,NA
"2743","Moruya - Tuross Head",2013,"2012-13",72,NA
"2744","Moruya - Tuross Head",2014,"2013-14",126,NA
"2745","Moruya - Tuross Head",2015,"2014-15",104,NA
"2746","Narooma - Bermagui",2007,"2006-07",-14,NA
"2747","Narooma - Bermagui",2008,"2007-08",-14,NA
"2748","Narooma - Bermagui",2009,"2008-09",20,NA
"2749","Narooma - Bermagui",2010,"2009-10",86,NA
"2750","Narooma - Bermagui",2011,"2010-11",41,NA
"2751","Narooma - Bermagui",2012,"2011-12",37,NA
"2752","Narooma - Bermagui",2013,"2012-13",24,NA
"2753","Narooma - Bermagui",2014,"2013-14",96,NA
"2754","Narooma - Bermagui",2015,"2014-15",151,NA
"2755","Bathurst",2007,"2006-07",-117,NA
"2756","Bathurst",2008,"2007-08",137,NA
"2757","Bathurst",2009,"2008-09",160,NA
"2758","Bathurst",2010,"2009-10",85,NA
"2759","Bathurst",2011,"2010-11",31,NA
"2760","Bathurst",2012,"2011-12",32,NA
"2761","Bathurst",2013,"2012-13",54,NA
"2762","Bathurst",2014,"2013-14",20,NA
"2763","Bathurst",2015,"2014-15",161,NA
"2764","Bathurst - East",2007,"2006-07",136,NA
"2765","Bathurst - East",2008,"2007-08",188,NA
"2766","Bathurst - East",2009,"2008-09",188,NA
"2767","Bathurst - East",2010,"2009-10",266,NA
"2768","Bathurst - East",2011,"2010-11",123,NA
"2769","Bathurst - East",2012,"2011-12",150,NA
"2770","Bathurst - East",2013,"2012-13",116,NA
"2771","Bathurst - East",2014,"2013-14",128,NA
"2772","Bathurst - East",2015,"2014-15",220,NA
"2773","Bathurst Region",2007,"2006-07",-42,NA
"2774","Bathurst Region",2008,"2007-08",2,NA
"2775","Bathurst Region",2009,"2008-09",66,NA
"2776","Bathurst Region",2010,"2009-10",16,NA
"2777","Bathurst Region",2011,"2010-11",-4,NA
"2778","Bathurst Region",2012,"2011-12",-42,NA
"2779","Bathurst Region",2013,"2012-13",-6,NA
"2780","Bathurst Region",2014,"2013-14",-9,NA
"2781","Bathurst Region",2015,"2014-15",4,NA
"2782","Oberon",2007,"2006-07",-117,NA
"2783","Oberon",2008,"2007-08",-6,NA
"2784","Oberon",2009,"2008-09",-25,NA
"2785","Oberon",2010,"2009-10",36,NA
"2786","Oberon",2011,"2010-11",-10,NA
"2787","Oberon",2012,"2011-12",-17,NA
"2788","Oberon",2013,"2012-13",3,NA
"2789","Oberon",2014,"2013-14",20,NA
"2790","Oberon",2015,"2014-15",-10,NA
"2791","Condobolin",2007,"2006-07",-214,NA
"2792","Condobolin",2008,"2007-08",-56,NA
"2793","Condobolin",2009,"2008-09",-105,NA
"2794","Condobolin",2010,"2009-10",-116,NA
"2795","Condobolin",2011,"2010-11",-3,NA
"2796","Condobolin",2012,"2011-12",-13,NA
"2797","Condobolin",2013,"2012-13",-7,NA
"2798","Condobolin",2014,"2013-14",-30,NA
"2799","Condobolin",2015,"2014-15",-8,NA
"2800","Cowra",2007,"2006-07",-137,NA
"2801","Cowra",2008,"2007-08",-131,NA
"2802","Cowra",2009,"2008-09",-54,NA
"2803","Cowra",2010,"2009-10",-106,NA
"2804","Cowra",2011,"2010-11",-41,NA
"2805","Cowra",2012,"2011-12",64,NA
"2806","Cowra",2013,"2012-13",-60,NA
"2807","Cowra",2014,"2013-14",-15,NA
"2808","Cowra",2015,"2014-15",-28,NA
"2809","Cowra Region",2007,"2006-07",-51,NA
"2810","Cowra Region",2008,"2007-08",-32,NA
"2811","Cowra Region",2009,"2008-09",-62,NA
"2812","Cowra Region",2010,"2009-10",-27,NA
"2813","Cowra Region",2011,"2010-11",-20,NA
"2814","Cowra Region",2012,"2011-12",90,NA
"2815","Cowra Region",2013,"2012-13",1,NA
"2816","Cowra Region",2014,"2013-14",5,NA
"2817","Cowra Region",2015,"2014-15",-36,NA
"2818","Forbes",2007,"2006-07",-11,NA
"2819","Forbes",2008,"2007-08",-174,NA
"2820","Forbes",2009,"2008-09",13,NA
"2821","Forbes",2010,"2009-10",-83,NA
"2822","Forbes",2011,"2010-11",40,NA
"2823","Forbes",2012,"2011-12",38,NA
"2824","Forbes",2013,"2012-13",95,NA
"2825","Forbes",2014,"2013-14",-15,NA
"2826","Forbes",2015,"2014-15",14,NA
"2827","Grenfell",2007,"2006-07",-53,NA
"2828","Grenfell",2008,"2007-08",-64,NA
"2829","Grenfell",2009,"2008-09",-41,NA
"2830","Grenfell",2010,"2009-10",14,NA
"2831","Grenfell",2011,"2010-11",37,NA
"2832","Grenfell",2012,"2011-12",-3,NA
"2833","Grenfell",2013,"2012-13",-46,NA
"2834","Grenfell",2014,"2013-14",-14,NA
"2835","Grenfell",2015,"2014-15",-9,NA
"2836","Parkes (NSW)",2007,"2006-07",-72,NA
"2837","Parkes (NSW)",2008,"2007-08",-23,NA
"2838","Parkes (NSW)",2009,"2008-09",-18,NA
"2839","Parkes (NSW)",2010,"2009-10",34,NA
"2840","Parkes (NSW)",2011,"2010-11",25,NA
"2841","Parkes (NSW)",2012,"2011-12",7,NA
"2842","Parkes (NSW)",2013,"2012-13",-148,NA
"2843","Parkes (NSW)",2014,"2013-14",94,NA
"2844","Parkes (NSW)",2015,"2014-15",64,NA
"2845","Parkes Region",2007,"2006-07",-57,NA
"2846","Parkes Region",2008,"2007-08",-16,NA
"2847","Parkes Region",2009,"2008-09",-77,NA
"2848","Parkes Region",2010,"2009-10",-4,NA
"2849","Parkes Region",2011,"2010-11",-17,NA
"2850","Parkes Region",2012,"2011-12",-12,NA
"2851","Parkes Region",2013,"2012-13",-36,NA
"2852","Parkes Region",2014,"2013-14",-37,NA
"2853","Parkes Region",2015,"2014-15",-6,NA
"2854","West Wyalong",2007,"2006-07",-63,NA
"2855","West Wyalong",2008,"2007-08",-173,NA
"2856","West Wyalong",2009,"2008-09",-58,NA
"2857","West Wyalong",2010,"2009-10",-78,NA
"2858","West Wyalong",2011,"2010-11",-30,NA
"2859","West Wyalong",2012,"2011-12",17,NA
"2860","West Wyalong",2013,"2012-13",-101,NA
"2861","West Wyalong",2014,"2013-14",-48,NA
"2862","West Wyalong",2015,"2014-15",-68,NA
"2863","Lithgow",2007,"2006-07",-24,NA
"2864","Lithgow",2008,"2007-08",-20,NA
"2865","Lithgow",2009,"2008-09",-11,NA
"2866","Lithgow",2010,"2009-10",-23,NA
"2867","Lithgow",2011,"2010-11",29,NA
"2868","Lithgow",2012,"2011-12",31,NA
"2869","Lithgow",2013,"2012-13",37,NA
"2870","Lithgow",2014,"2013-14",-9,NA
"2871","Lithgow",2015,"2014-15",14,NA
"2872","Lithgow Region",2007,"2006-07",-60,NA
"2873","Lithgow Region",2008,"2007-08",-3,NA
"2874","Lithgow Region",2009,"2008-09",-55,NA
"2875","Lithgow Region",2010,"2009-10",-54,NA
"2876","Lithgow Region",2011,"2010-11",-43,NA
"2877","Lithgow Region",2012,"2011-12",-33,NA
"2878","Lithgow Region",2013,"2012-13",29,NA
"2879","Lithgow Region",2014,"2013-14",35,NA
"2880","Lithgow Region",2015,"2014-15",162,NA
"2881","Mudgee",2007,"2006-07",126,NA
"2882","Mudgee",2008,"2007-08",-17,NA
"2883","Mudgee",2009,"2008-09",32,NA
"2884","Mudgee",2010,"2009-10",205,NA
"2885","Mudgee",2011,"2010-11",129,NA
"2886","Mudgee",2012,"2011-12",345,NA
"2887","Mudgee",2013,"2012-13",-4,NA
"2888","Mudgee",2014,"2013-14",54,NA
"2889","Mudgee",2015,"2014-15",23,NA
"2890","Mudgee Region - East",2007,"2006-07",7,NA
"2891","Mudgee Region - East",2008,"2007-08",0,NA
"2892","Mudgee Region - East",2009,"2008-09",-40,NA
"2893","Mudgee Region - East",2010,"2009-10",64,NA
"2894","Mudgee Region - East",2011,"2010-11",42,NA
"2895","Mudgee Region - East",2012,"2011-12",-20,NA
"2896","Mudgee Region - East",2013,"2012-13",-1,NA
"2897","Mudgee Region - East",2014,"2013-14",-17,NA
"2898","Mudgee Region - East",2015,"2014-15",5,NA
"2899","Mudgee Region - West",2007,"2006-07",-45,NA
"2900","Mudgee Region - West",2008,"2007-08",-32,NA
"2901","Mudgee Region - West",2009,"2008-09",31,NA
"2902","Mudgee Region - West",2010,"2009-10",94,NA
"2903","Mudgee Region - West",2011,"2010-11",111,NA
"2904","Mudgee Region - West",2012,"2011-12",229,NA
"2905","Mudgee Region - West",2013,"2012-13",49,NA
"2906","Mudgee Region - West",2014,"2013-14",-43,NA
"2907","Mudgee Region - West",2015,"2014-15",70,NA
"2908","Wollangambe - Wollemi",2007,"2006-07",0,NA
"2909","Wollangambe - Wollemi",2008,"2007-08",0,NA
"2910","Wollangambe - Wollemi",2009,"2008-09",0,NA
"2911","Wollangambe - Wollemi",2010,"2009-10",0,NA
"2912","Wollangambe - Wollemi",2011,"2010-11",0,NA
"2913","Wollangambe - Wollemi",2012,"2011-12",0,NA
"2914","Wollangambe - Wollemi",2013,"2012-13",0,NA
"2915","Wollangambe - Wollemi",2014,"2013-14",0,NA
"2916","Wollangambe - Wollemi",2015,"2014-15",0,NA
"2917","Blayney",2007,"2006-07",-11,NA
"2918","Blayney",2008,"2007-08",-90,NA
"2919","Blayney",2009,"2008-09",38,NA
"2920","Blayney",2010,"2009-10",7,NA
"2921","Blayney",2011,"2010-11",29,NA
"2922","Blayney",2012,"2011-12",-50,NA
"2923","Blayney",2013,"2012-13",-32,NA
"2924","Blayney",2014,"2013-14",29,NA
"2925","Blayney",2015,"2014-15",1,NA
"2926","Orange",2007,"2006-07",-179,NA
"2927","Orange",2008,"2007-08",-49,NA
"2928","Orange",2009,"2008-09",-159,NA
"2929","Orange",2010,"2009-10",-10,NA
"2930","Orange",2011,"2010-11",12,NA
"2931","Orange",2012,"2011-12",8,NA
"2932","Orange",2013,"2012-13",49,NA
"2933","Orange",2014,"2013-14",20,NA
"2934","Orange",2015,"2014-15",20,NA
"2935","Orange - North",2007,"2006-07",8,NA
"2936","Orange - North",2008,"2007-08",37,NA
"2937","Orange - North",2009,"2008-09",-28,NA
"2938","Orange - North",2010,"2009-10",168,NA
"2939","Orange - North",2011,"2010-11",341,NA
"2940","Orange - North",2012,"2011-12",274,NA
"2941","Orange - North",2013,"2012-13",34,NA
"2942","Orange - North",2014,"2013-14",-21,NA
"2943","Orange - North",2015,"2014-15",55,NA
"2944","Orange Region",2007,"2006-07",7,NA
"2945","Orange Region",2008,"2007-08",1,NA
"2946","Orange Region",2009,"2008-09",19,NA
"2947","Orange Region",2010,"2009-10",-10,NA
"2948","Orange Region",2011,"2010-11",95,NA
"2949","Orange Region",2012,"2011-12",101,NA
"2950","Orange Region",2013,"2012-13",-39,NA
"2951","Orange Region",2014,"2013-14",1,NA
"2952","Orange Region",2015,"2014-15",2,NA
"2953","Grafton",2007,"2006-07",26,NA
"2954","Grafton",2008,"2007-08",73,NA
"2955","Grafton",2009,"2008-09",46,NA
"2956","Grafton",2010,"2009-10",53,NA
"2957","Grafton",2011,"2010-11",159,NA
"2958","Grafton",2012,"2011-12",0,NA
"2959","Grafton",2013,"2012-13",-92,NA
"2960","Grafton",2014,"2013-14",-123,NA
"2961","Grafton",2015,"2014-15",19,NA
"2962","Grafton Region",2007,"2006-07",151,NA
"2963","Grafton Region",2008,"2007-08",151,NA
"2964","Grafton Region",2009,"2008-09",-11,NA
"2965","Grafton Region",2010,"2009-10",160,NA
"2966","Grafton Region",2011,"2010-11",4,NA
"2967","Grafton Region",2012,"2011-12",-53,NA
"2968","Grafton Region",2013,"2012-13",-83,NA
"2969","Grafton Region",2014,"2013-14",-126,NA
"2970","Grafton Region",2015,"2014-15",-115,NA
"2971","Maclean - Yamba - Iluka",2007,"2006-07",294,NA
"2972","Maclean - Yamba - Iluka",2008,"2007-08",161,NA
"2973","Maclean - Yamba - Iluka",2009,"2008-09",151,NA
"2974","Maclean - Yamba - Iluka",2010,"2009-10",234,NA
"2975","Maclean - Yamba - Iluka",2011,"2010-11",84,NA
"2976","Maclean - Yamba - Iluka",2012,"2011-12",35,NA
"2977","Maclean - Yamba - Iluka",2013,"2012-13",32,NA
"2978","Maclean - Yamba - Iluka",2014,"2013-14",155,NA
"2979","Maclean - Yamba - Iluka",2015,"2014-15",211,NA
"2980","Bellingen",2007,"2006-07",-6,NA
"2981","Bellingen",2008,"2007-08",21,NA
"2982","Bellingen",2009,"2008-09",-40,NA
"2983","Bellingen",2010,"2009-10",-10,NA
"2984","Bellingen",2011,"2010-11",-4,NA
"2985","Bellingen",2012,"2011-12",-32,NA
"2986","Bellingen",2013,"2012-13",-6,NA
"2987","Bellingen",2014,"2013-14",61,NA
"2988","Bellingen",2015,"2014-15",-11,NA
"2989","Coffs Harbour - North",2007,"2006-07",86,NA
"2990","Coffs Harbour - North",2008,"2007-08",62,NA
"2991","Coffs Harbour - North",2009,"2008-09",-25,NA
"2992","Coffs Harbour - North",2010,"2009-10",52,NA
"2993","Coffs Harbour - North",2011,"2010-11",-40,NA
"2994","Coffs Harbour - North",2012,"2011-12",-108,NA
"2995","Coffs Harbour - North",2013,"2012-13",-72,NA
"2996","Coffs Harbour - North",2014,"2013-14",-127,NA
"2997","Coffs Harbour - North",2015,"2014-15",64,NA
"2998","Coffs Harbour - South",2007,"2006-07",143,NA
"2999","Coffs Harbour - South",2008,"2007-08",133,NA
"3000","Coffs Harbour - South",2009,"2008-09",244,NA
"3001","Coffs Harbour - South",2010,"2009-10",284,NA
"3002","Coffs Harbour - South",2011,"2010-11",263,NA
"3003","Coffs Harbour - South",2012,"2011-12",113,NA
"3004","Coffs Harbour - South",2013,"2012-13",117,NA
"3005","Coffs Harbour - South",2014,"2013-14",89,NA
"3006","Coffs Harbour - South",2015,"2014-15",215,NA
"3007","Coramba - Nana Glen - Bucca",2007,"2006-07",-32,NA
"3008","Coramba - Nana Glen - Bucca",2008,"2007-08",-36,NA
"3009","Coramba - Nana Glen - Bucca",2009,"2008-09",-42,NA
"3010","Coramba - Nana Glen - Bucca",2010,"2009-10",-77,NA
"3011","Coramba - Nana Glen - Bucca",2011,"2010-11",-84,NA
"3012","Coramba - Nana Glen - Bucca",2012,"2011-12",-49,NA
"3013","Coramba - Nana Glen - Bucca",2013,"2012-13",-75,NA
"3014","Coramba - Nana Glen - Bucca",2014,"2013-14",2,NA
"3015","Coramba - Nana Glen - Bucca",2015,"2014-15",1,NA
"3016","Dorrigo",2007,"2006-07",-23,NA
"3017","Dorrigo",2008,"2007-08",30,NA
