"","Region","TIME_FY","Time","Value","dist_from_syd"
"465","Quakers Hill - Acacia Gardens",2012,"2011-12",-460,NA
"466","Quakers Hill - Acacia Gardens",2013,"2012-13",-459,NA
"467","Quakers Hill - Acacia Gardens",2014,"2013-14",-329,NA
"468","Quakers Hill - Acacia Gardens",2015,"2014-15",-467,NA
"469","Riverstone - Marsden Park",2007,"2006-07",-177,NA
"470","Riverstone - Marsden Park",2008,"2007-08",-8,NA
"471","Riverstone - Marsden Park",2009,"2008-09",-2,NA
"472","Riverstone - Marsden Park",2010,"2009-10",-46,NA
"473","Riverstone - Marsden Park",2011,"2010-11",-26,NA
"474","Riverstone - Marsden Park",2012,"2011-12",-117,NA
"475","Riverstone - Marsden Park",2013,"2012-13",-78,NA
"476","Riverstone - Marsden Park",2014,"2013-14",-24,NA
"477","Riverstone - Marsden Park",2015,"2014-15",286,NA
"478","Bidwill - Hebersham - Emerton",2007,"2006-07",-381,NA
"479","Bidwill - Hebersham - Emerton",2008,"2007-08",-251,NA
"480","Bidwill - Hebersham - Emerton",2009,"2008-09",-223,NA
"481","Bidwill - Hebersham - Emerton",2010,"2009-10",-193,NA
"482","Bidwill - Hebersham - Emerton",2011,"2010-11",-174,NA
"483","Bidwill - Hebersham - Emerton",2012,"2011-12",-248,NA
"484","Bidwill - Hebersham - Emerton",2013,"2012-13",-426,NA
"485","Bidwill - Hebersham - Emerton",2014,"2013-14",-458,NA
"486","Bidwill - Hebersham - Emerton",2015,"2014-15",-413,NA
"487","Glendenning Dean Park",2007,"2006-07",-188,NA
"488","Glendenning Dean Park",2008,"2007-08",-226,NA
"489","Glendenning Dean Park",2009,"2008-09",-175,NA
"490","Glendenning Dean Park",2010,"2009-10",-110,NA
"491","Glendenning Dean Park",2011,"2010-11",-165,NA
"492","Glendenning Dean Park",2012,"2011-12",-118,NA
"493","Glendenning Dean Park",2013,"2012-13",-100,NA
"494","Glendenning Dean Park",2014,"2013-14",-83,NA
"495","Glendenning Dean Park",2015,"2014-15",-126,NA
"496","Hassall Grove - Plumpton",2007,"2006-07",-250,NA
"497","Hassall Grove - Plumpton",2008,"2007-08",-332,NA
"498","Hassall Grove - Plumpton",2009,"2008-09",-169,NA
"499","Hassall Grove - Plumpton",2010,"2009-10",-70,NA
"500","Hassall Grove - Plumpton",2011,"2010-11",-189,NA
"501","Hassall Grove - Plumpton",2012,"2011-12",-40,NA
"502","Hassall Grove - Plumpton",2013,"2012-13",-61,NA
"503","Hassall Grove - Plumpton",2014,"2013-14",52,NA
"504","Hassall Grove - Plumpton",2015,"2014-15",-41,NA
"505","Lethbridge Park - Tregear",2007,"2006-07",-261,NA
"506","Lethbridge Park - Tregear",2008,"2007-08",-91,NA
"507","Lethbridge Park - Tregear",2009,"2008-09",-67,NA
"508","Lethbridge Park - Tregear",2010,"2009-10",-111,NA
"509","Lethbridge Park - Tregear",2011,"2010-11",-32,NA
"510","Lethbridge Park - Tregear",2012,"2011-12",-199,NA
"511","Lethbridge Park - Tregear",2013,"2012-13",-157,NA
"512","Lethbridge Park - Tregear",2014,"2013-14",30,NA
"513","Lethbridge Park - Tregear",2015,"2014-15",151,NA
"514","Mount Druitt - Whalan",2007,"2006-07",-258,NA
"515","Mount Druitt - Whalan",2008,"2007-08",-188,NA
"516","Mount Druitt - Whalan",2009,"2008-09",-122,NA
"517","Mount Druitt - Whalan",2010,"2009-10",-269,NA
"518","Mount Druitt - Whalan",2011,"2010-11",-129,NA
"519","Mount Druitt - Whalan",2012,"2011-12",-328,NA
"520","Mount Druitt - Whalan",2013,"2012-13",-547,NA
"521","Mount Druitt - Whalan",2014,"2013-14",-544,NA
"522","Mount Druitt - Whalan",2015,"2014-15",-464,NA
"523","Prospect Reservoir",2007,"2006-07",0,NA
"524","Prospect Reservoir",2008,"2007-08",0,NA
"525","Prospect Reservoir",2009,"2008-09",0,NA
"526","Prospect Reservoir",2010,"2009-10",0,NA
"527","Prospect Reservoir",2011,"2010-11",0,NA
"528","Prospect Reservoir",2012,"2011-12",0,NA
"529","Prospect Reservoir",2013,"2012-13",0,NA
"530","Prospect Reservoir",2014,"2013-14",0,NA
"531","Prospect Reservoir",2015,"2014-15",0,NA
"532","Rooty Hill - Minchinbury",2007,"2006-07",6,NA
"533","Rooty Hill - Minchinbury",2008,"2007-08",-40,NA
"534","Rooty Hill - Minchinbury",2009,"2008-09",54,NA
"535","Rooty Hill - Minchinbury",2010,"2009-10",-70,NA
"536","Rooty Hill - Minchinbury",2011,"2010-11",-103,NA
"537","Rooty Hill - Minchinbury",2012,"2011-12",-149,NA
"538","Rooty Hill - Minchinbury",2013,"2012-13",-198,NA
"539","Rooty Hill - Minchinbury",2014,"2013-14",-211,NA
"540","Rooty Hill - Minchinbury",2015,"2014-15",-290,NA
"541","Banksmeadow",2007,"2006-07",0,NA
"542","Banksmeadow",2008,"2007-08",0,NA
"543","Banksmeadow",2009,"2008-09",0,NA
"544","Banksmeadow",2010,"2009-10",0,NA
"545","Banksmeadow",2011,"2010-11",0,NA
"546","Banksmeadow",2012,"2011-12",0,NA
"547","Banksmeadow",2013,"2012-13",0,NA
"548","Banksmeadow",2014,"2013-14",0,NA
"549","Banksmeadow",2015,"2014-15",0,NA
"550","Botany",2007,"2006-07",9,NA
"551","Botany",2008,"2007-08",0,NA
"552","Botany",2009,"2008-09",205,NA
"553","Botany",2010,"2009-10",125,NA
"554","Botany",2011,"2010-11",-4,NA
"555","Botany",2012,"2011-12",25,NA
"556","Botany",2013,"2012-13",43,NA
"557","Botany",2014,"2013-14",154,NA
"558","Botany",2015,"2014-15",251,NA
"559","Mascot - Eastlakes",2007,"2006-07",-122,NA
"560","Mascot - Eastlakes",2008,"2007-08",-53,NA
"561","Mascot - Eastlakes",2009,"2008-09",104,NA
"562","Mascot - Eastlakes",2010,"2009-10",91,NA
"563","Mascot - Eastlakes",2011,"2010-11",47,NA
"564","Mascot - Eastlakes",2012,"2011-12",-112,NA
"565","Mascot - Eastlakes",2013,"2012-13",128,NA
"566","Mascot - Eastlakes",2014,"2013-14",298,NA
"567","Mascot - Eastlakes",2015,"2014-15",380,NA
"568","Pagewood - Hillsdale - Daceyville",2007,"2006-07",-113,NA
"569","Pagewood - Hillsdale - Daceyville",2008,"2007-08",-50,NA
"570","Pagewood - Hillsdale - Daceyville",2009,"2008-09",-26,NA
"571","Pagewood - Hillsdale - Daceyville",2010,"2009-10",-45,NA
"572","Pagewood - Hillsdale - Daceyville",2011,"2010-11",-51,NA
"573","Pagewood - Hillsdale - Daceyville",2012,"2011-12",-8,NA
"574","Pagewood - Hillsdale - Daceyville",2013,"2012-13",-38,NA
"575","Pagewood - Hillsdale - Daceyville",2014,"2013-14",-45,NA
"576","Pagewood - Hillsdale - Daceyville",2015,"2014-15",-68,NA
"577","Port Botany Industrial",2007,"2006-07",0,NA
"578","Port Botany Industrial",2008,"2007-08",0,NA
"579","Port Botany Industrial",2009,"2008-09",0,NA
"580","Port Botany Industrial",2010,"2009-10",0,NA
"581","Port Botany Industrial",2011,"2010-11",0,NA
"582","Port Botany Industrial",2012,"2011-12",0,NA
"583","Port Botany Industrial",2013,"2012-13",0,NA
"584","Port Botany Industrial",2014,"2013-14",0,NA
"585","Port Botany Industrial",2015,"2014-15",0,NA
"586","Sydney Airport",2007,"2006-07",0,NA
"587","Sydney Airport",2008,"2007-08",0,NA
"588","Sydney Airport",2009,"2008-09",0,NA
"589","Sydney Airport",2010,"2009-10",0,NA
"590","Sydney Airport",2011,"2010-11",0,NA
"591","Sydney Airport",2012,"2011-12",0,NA
"592","Sydney Airport",2013,"2012-13",0,NA
"593","Sydney Airport",2014,"2013-14",0,NA
"594","Sydney Airport",2015,"2014-15",0,NA
"595","Marrickville",2007,"2006-07",-372,NA
"596","Marrickville",2008,"2007-08",-241,NA
"597","Marrickville",2009,"2008-09",-497,NA
"598","Marrickville",2010,"2009-10",-291,NA
"599","Marrickville",2011,"2010-11",-349,NA
"600","Marrickville",2012,"2011-12",-412,NA
"601","Marrickville",2013,"2012-13",-249,NA
"602","Marrickville",2014,"2013-14",-302,NA
"603","Marrickville",2015,"2014-15",-394,NA
"604","Petersham - Stanmore",2007,"2006-07",-109,NA
"605","Petersham - Stanmore",2008,"2007-08",-106,NA
"606","Petersham - Stanmore",2009,"2008-09",-347,NA
"607","Petersham - Stanmore",2010,"2009-10",-149,NA
"608","Petersham - Stanmore",2011,"2010-11",-274,NA
"609","Petersham - Stanmore",2012,"2011-12",-303,NA
"610","Petersham - Stanmore",2013,"2012-13",-249,NA
"611","Petersham - Stanmore",2014,"2013-14",-278,NA
"612","Petersham - Stanmore",2015,"2014-15",50,NA
"613","Sydenham - Tempe - St Peters",2007,"2006-07",-42,NA
"614","Sydenham - Tempe - St Peters",2008,"2007-08",-3,NA
"615","Sydenham - Tempe - St Peters",2009,"2008-09",-114,NA
"616","Sydenham - Tempe - St Peters",2010,"2009-10",-95,NA
"617","Sydenham - Tempe - St Peters",2011,"2010-11",-83,NA
"618","Sydenham - Tempe - St Peters",2012,"2011-12",47,NA
"619","Sydenham - Tempe - St Peters",2013,"2012-13",43,NA
"620","Sydenham - Tempe - St Peters",2014,"2013-14",22,NA
"621","Sydenham - Tempe - St Peters",2015,"2014-15",-5,NA
"622","Darlinghurst",2007,"2006-07",-95,NA
"623","Darlinghurst",2008,"2007-08",-85,NA
"624","Darlinghurst",2009,"2008-09",-101,NA
"625","Darlinghurst",2010,"2009-10",42,NA
"626","Darlinghurst",2011,"2010-11",3,NA
"627","Darlinghurst",2012,"2011-12",-3,NA
"628","Darlinghurst",2013,"2012-13",-98,NA
"629","Darlinghurst",2014,"2013-14",-186,NA
"630","Darlinghurst",2015,"2014-15",-135,NA
"631","Erskineville - Alexandria",2007,"2006-07",140,NA
"632","Erskineville - Alexandria",2008,"2007-08",179,NA
"633","Erskineville - Alexandria",2009,"2008-09",83,NA
"634","Erskineville - Alexandria",2010,"2009-10",177,NA
"635","Erskineville - Alexandria",2011,"2010-11",57,NA
"636","Erskineville - Alexandria",2012,"2011-12",-42,NA
"637","Erskineville - Alexandria",2013,"2012-13",31,NA
"638","Erskineville - Alexandria",2014,"2013-14",-8,NA
"639","Erskineville - Alexandria",2015,"2014-15",69,NA
"640","Glebe - Forest Lodge",2007,"2006-07",88,NA
"641","Glebe - Forest Lodge",2008,"2007-08",173,NA
"642","Glebe - Forest Lodge",2009,"2008-09",-50,NA
"643","Glebe - Forest Lodge",2010,"2009-10",65,NA
"644","Glebe - Forest Lodge",2011,"2010-11",-68,NA
"645","Glebe - Forest Lodge",2012,"2011-12",-41,NA
"646","Glebe - Forest Lodge",2013,"2012-13",-40,NA
"647","Glebe - Forest Lodge",2014,"2013-14",-73,NA
"648","Glebe - Forest Lodge",2015,"2014-15",222,NA
"649","Newtown - Camperdown - Darlington",2007,"2006-07",-270,NA
"650","Newtown - Camperdown - Darlington",2008,"2007-08",-244,NA
"651","Newtown - Camperdown - Darlington",2009,"2008-09",-501,NA
"652","Newtown - Camperdown - Darlington",2010,"2009-10",-240,NA
"653","Newtown - Camperdown - Darlington",2011,"2010-11",-405,NA
"654","Newtown - Camperdown - Darlington",2012,"2011-12",-317,NA
"655","Newtown - Camperdown - Darlington",2013,"2012-13",-321,NA
"656","Newtown - Camperdown - Darlington",2014,"2013-14",-244,NA
"657","Newtown - Camperdown - Darlington",2015,"2014-15",-21,NA
"658","Potts Point - Woolloomooloo",2007,"2006-07",-21,NA
"659","Potts Point - Woolloomooloo",2008,"2007-08",-16,NA
"660","Potts Point - Woolloomooloo",2009,"2008-09",63,NA
"661","Potts Point - Woolloomooloo",2010,"2009-10",-65,NA
"662","Potts Point - Woolloomooloo",2011,"2010-11",91,NA
"663","Potts Point - Woolloomooloo",2012,"2011-12",-124,NA
"664","Potts Point - Woolloomooloo",2013,"2012-13",-290,NA
"665","Potts Point - Woolloomooloo",2014,"2013-14",-135,NA
"666","Potts Point - Woolloomooloo",2015,"2014-15",-119,NA
"667","Pyrmont - Ultimo",2007,"2006-07",-49,NA
"668","Pyrmont - Ultimo",2008,"2007-08",86,NA
"669","Pyrmont - Ultimo",2009,"2008-09",-140,NA
"670","Pyrmont - Ultimo",2010,"2009-10",5,NA
"671","Pyrmont - Ultimo",2011,"2010-11",-188,NA
"672","Pyrmont - Ultimo",2012,"2011-12",-80,NA
"673","Pyrmont - Ultimo",2013,"2012-13",-316,NA
"674","Pyrmont - Ultimo",2014,"2013-14",-269,NA
"675","Pyrmont - Ultimo",2015,"2014-15",-501,NA
"676","Redfern - Chippendale",2007,"2006-07",58,NA
"677","Redfern - Chippendale",2008,"2007-08",28,NA
"678","Redfern - Chippendale",2009,"2008-09",-94,NA
"679","Redfern - Chippendale",2010,"2009-10",-27,NA
"680","Redfern - Chippendale",2011,"2010-11",98,NA
"681","Redfern - Chippendale",2012,"2011-12",186,NA
"682","Redfern - Chippendale",2013,"2012-13",164,NA
"683","Redfern - Chippendale",2014,"2013-14",328,NA
"684","Redfern - Chippendale",2015,"2014-15",522,NA
"685","Surry Hills",2007,"2006-07",-125,NA
"686","Surry Hills",2008,"2007-08",-86,NA
"687","Surry Hills",2009,"2008-09",-283,NA
"688","Surry Hills",2010,"2009-10",-113,NA
"689","Surry Hills",2011,"2010-11",-120,NA
"690","Surry Hills",2012,"2011-12",-34,NA
"691","Surry Hills",2013,"2012-13",-199,NA
"692","Surry Hills",2014,"2013-14",-160,NA
"693","Surry Hills",2015,"2014-15",-67,NA
"694","Sydney - Haymarket - The Rocks",2007,"2006-07",-310,NA
"695","Sydney - Haymarket - The Rocks",2008,"2007-08",-905,NA
"696","Sydney - Haymarket - The Rocks",2009,"2008-09",-633,NA
"697","Sydney - Haymarket - The Rocks",2010,"2009-10",-585,NA
"698","Sydney - Haymarket - The Rocks",2011,"2010-11",-88,NA
"699","Sydney - Haymarket - The Rocks",2012,"2011-12",-369,NA
"700","Sydney - Haymarket - The Rocks",2013,"2012-13",-682,NA
"701","Sydney - Haymarket - The Rocks",2014,"2013-14",-386,NA
"702","Sydney - Haymarket - The Rocks",2015,"2014-15",-565,NA
"703","Waterloo - Beaconsfield",2007,"2006-07",225,NA
"704","Waterloo - Beaconsfield",2008,"2007-08",54,NA
"705","Waterloo - Beaconsfield",2009,"2008-09",143,NA
"706","Waterloo - Beaconsfield",2010,"2009-10",202,NA
"707","Waterloo - Beaconsfield",2011,"2010-11",144,NA
"708","Waterloo - Beaconsfield",2012,"2011-12",71,NA
"709","Waterloo - Beaconsfield",2013,"2012-13",224,NA
"710","Waterloo - Beaconsfield",2014,"2013-14",568,NA
"711","Waterloo - Beaconsfield",2015,"2014-15",1344,NA
"712","Bondi - Tamarama - Bronte",2007,"2006-07",-61,NA
"713","Bondi - Tamarama - Bronte",2008,"2007-08",-128,NA
"714","Bondi - Tamarama - Bronte",2009,"2008-09",-125,NA
"715","Bondi - Tamarama - Bronte",2010,"2009-10",-200,NA
"716","Bondi - Tamarama - Bronte",2011,"2010-11",-265,NA
"717","Bondi - Tamarama - Bronte",2012,"2011-12",-175,NA
"718","Bondi - Tamarama - Bronte",2013,"2012-13",-256,NA
"719","Bondi - Tamarama - Bronte",2014,"2013-14",-178,NA
"720","Bondi - Tamarama - Bronte",2015,"2014-15",-210,NA
"721","Bondi Beach - North Bondi",2007,"2006-07",-197,NA
"722","Bondi Beach - North Bondi",2008,"2007-08",-242,NA
"723","Bondi Beach - North Bondi",2009,"2008-09",-408,NA
"724","Bondi Beach - North Bondi",2010,"2009-10",-252,NA
"725","Bondi Beach - North Bondi",2011,"2010-11",-307,NA
"726","Bondi Beach - North Bondi",2012,"2011-12",-376,NA
"727","Bondi Beach - North Bondi",2013,"2012-13",-318,NA
"728","Bondi Beach - North Bondi",2014,"2013-14",-309,NA
"729","Bondi Beach - North Bondi",2015,"2014-15",-407,NA
"730","Bondi Junction - Waverly",2007,"2006-07",-217,NA
"731","Bondi Junction - Waverly",2008,"2007-08",-181,NA
"732","Bondi Junction - Waverly",2009,"2008-09",-317,NA
"733","Bondi Junction - Waverly",2010,"2009-10",-203,NA
"734","Bondi Junction - Waverly",2011,"2010-11",-123,NA
"735","Bondi Junction - Waverly",2012,"2011-12",-186,NA
"736","Bondi Junction - Waverly",2013,"2012-13",-96,NA
"737","Bondi Junction - Waverly",2014,"2013-14",-210,NA
"738","Bondi Junction - Waverly",2015,"2014-15",-274,NA
"739","Centennial Park",2007,"2006-07",0,NA
"740","Centennial Park",2008,"2007-08",0,NA
"741","Centennial Park",2009,"2008-09",0,NA
"742","Centennial Park",2010,"2009-10",0,NA
"743","Centennial Park",2011,"2010-11",0,NA
"744","Centennial Park",2012,"2011-12",0,NA
"745","Centennial Park",2013,"2012-13",0,NA
"746","Centennial Park",2014,"2013-14",0,NA
"747","Centennial Park",2015,"2014-15",0,NA
"748","Double Bay - Bellevue Hill",2007,"2006-07",-140,NA
"749","Double Bay - Bellevue Hill",2008,"2007-08",-141,NA
"750","Double Bay - Bellevue Hill",2009,"2008-09",-298,NA
"751","Double Bay - Bellevue Hill",2010,"2009-10",-197,NA
"752","Double Bay - Bellevue Hill",2011,"2010-11",-64,NA
"753","Double Bay - Bellevue Hill",2012,"2011-12",41,NA
"754","Double Bay - Bellevue Hill",2013,"2012-13",-51,NA
"755","Double Bay - Bellevue Hill",2014,"2013-14",-40,NA
"756","Double Bay - Bellevue Hill",2015,"2014-15",-160,NA
"757","Dover Heights",2007,"2006-07",-155,NA
"758","Dover Heights",2008,"2007-08",-42,NA
"759","Dover Heights",2009,"2008-09",-28,NA
"760","Dover Heights",2010,"2009-10",-15,NA
"761","Dover Heights",2011,"2010-11",-97,NA
"762","Dover Heights",2012,"2011-12",-138,NA
"763","Dover Heights",2013,"2012-13",-82,NA
"764","Dover Heights",2014,"2013-14",-18,NA
"765","Dover Heights",2015,"2014-15",-5,NA
"766","Paddington - Moore Park",2007,"2006-07",-110,NA
"767","Paddington - Moore Park",2008,"2007-08",-89,NA
"768","Paddington - Moore Park",2009,"2008-09",-27,NA
"769","Paddington - Moore Park",2010,"2009-10",-186,NA
"770","Paddington - Moore Park",2011,"2010-11",-408,NA
"771","Paddington - Moore Park",2012,"2011-12",-132,NA
"772","Paddington - Moore Park",2013,"2012-13",-110,NA
"773","Paddington - Moore Park",2014,"2013-14",-215,NA
"774","Paddington - Moore Park",2015,"2014-15",-100,NA
"775","Rose Bay - Vaucluse - Watsons Bay",2007,"2006-07",-164,NA
"776","Rose Bay - Vaucluse - Watsons Bay",2008,"2007-08",-47,NA
"777","Rose Bay - Vaucluse - Watsons Bay",2009,"2008-09",-62,NA
"778","Rose Bay - Vaucluse - Watsons Bay",2010,"2009-10",-25,NA
"779","Rose Bay - Vaucluse - Watsons Bay",2011,"2010-11",-147,NA
"780","Rose Bay - Vaucluse - Watsons Bay",2012,"2011-12",-172,NA
"781","Rose Bay - Vaucluse - Watsons Bay",2013,"2012-13",-106,NA
"782","Rose Bay - Vaucluse - Watsons Bay",2014,"2013-14",-49,NA
"783","Rose Bay - Vaucluse - Watsons Bay",2015,"2014-15",-49,NA
"784","Woollahra",2007,"2006-07",-59,NA
"785","Woollahra",2008,"2007-08",-2,NA
"786","Woollahra",2009,"2008-09",-49,NA
"787","Woollahra",2010,"2009-10",70,NA
"788","Woollahra",2011,"2010-11",-15,NA
"789","Woollahra",2012,"2011-12",-135,NA
"790","Woollahra",2013,"2012-13",-18,NA
"791","Woollahra",2014,"2013-14",31,NA
"792","Woollahra",2015,"2014-15",-9,NA
"793","Coogee - Clovelly",2007,"2006-07",-240,NA
"794","Coogee - Clovelly",2008,"2007-08",-454,NA
"795","Coogee - Clovelly",2009,"2008-09",-334,NA
"796","Coogee - Clovelly",2010,"2009-10",-353,NA
"797","Coogee - Clovelly",2011,"2010-11",-295,NA
"798","Coogee - Clovelly",2012,"2011-12",-303,NA
"799","Coogee - Clovelly",2013,"2012-13",-368,NA
"800","Coogee - Clovelly",2014,"2013-14",-456,NA
"801","Coogee - Clovelly",2015,"2014-15",-263,NA
"802","Kensington - Kingsford",2007,"2006-07",-375,NA
"803","Kensington - Kingsford",2008,"2007-08",-331,NA
"804","Kensington - Kingsford",2009,"2008-09",-555,NA
"805","Kensington - Kingsford",2010,"2009-10",-387,NA
"806","Kensington - Kingsford",2011,"2010-11",-315,NA
"807","Kensington - Kingsford",2012,"2011-12",-702,NA
"808","Kensington - Kingsford",2013,"2012-13",-436,NA
"809","Kensington - Kingsford",2014,"2013-14",-594,NA
"810","Kensington - Kingsford",2015,"2014-15",-564,NA
"811","Malabar - La Perouse - Chifley",2007,"2006-07",-281,NA
"812","Malabar - La Perouse - Chifley",2008,"2007-08",90,NA
"813","Malabar - La Perouse - Chifley",2009,"2008-09",29,NA
"814","Malabar - La Perouse - Chifley",2010,"2009-10",72,NA
"815","Malabar - La Perouse - Chifley",2011,"2010-11",30,NA
"816","Malabar - La Perouse - Chifley",2012,"2011-12",74,NA
"817","Malabar - La Perouse - Chifley",2013,"2012-13",32,NA
"818","Malabar - La Perouse - Chifley",2014,"2013-14",248,NA
"819","Malabar - La Perouse - Chifley",2015,"2014-15",105,NA
"820","Maroubra",2007,"2006-07",-76,NA
"821","Maroubra",2008,"2007-08",63,NA
"822","Maroubra",2009,"2008-09",-148,NA
"823","Maroubra",2010,"2009-10",-175,NA
"824","Maroubra",2011,"2010-11",-348,NA
"825","Maroubra",2012,"2011-12",-166,NA
"826","Maroubra",2013,"2012-13",-292,NA
"827","Maroubra",2014,"2013-14",-586,NA
"828","Maroubra",2015,"2014-15",-329,NA
"829","Randwick",2007,"2006-07",-216,NA
"830","Randwick",2008,"2007-08",-550,NA
"831","Randwick",2009,"2008-09",-528,NA
"832","Randwick",2010,"2009-10",-624,NA
"833","Randwick",2011,"2010-11",-625,NA
"834","Randwick",2012,"2011-12",-483,NA
"835","Randwick",2013,"2012-13",-441,NA
"836","Randwick",2014,"2013-14",-585,NA
"837","Randwick",2015,"2014-15",-500,NA
"838","Bankstown",2007,"2006-07",-3,NA
"839","Bankstown",2008,"2007-08",-107,NA
"840","Bankstown",2009,"2008-09",-451,NA
"841","Bankstown",2010,"2009-10",-341,NA
"842","Bankstown",2011,"2010-11",-209,NA
"843","Bankstown",2012,"2011-12",-772,NA
"844","Bankstown",2013,"2012-13",-537,NA
"845","Bankstown",2014,"2013-14",-848,NA
"846","Bankstown",2015,"2014-15",-654,NA
"847","Bass Hill - Georges Hall",2007,"2006-07",-135,NA
"848","Bass Hill - Georges Hall",2008,"2007-08",-237,NA
"849","Bass Hill - Georges Hall",2009,"2008-09",-117,NA
"850","Bass Hill - Georges Hall",2010,"2009-10",-90,NA
"851","Bass Hill - Georges Hall",2011,"2010-11",160,NA
"852","Bass Hill - Georges Hall",2012,"2011-12",-65,NA
"853","Bass Hill - Georges Hall",2013,"2012-13",31,NA
"854","Bass Hill - Georges Hall",2014,"2013-14",60,NA
"855","Bass Hill - Georges Hall",2015,"2014-15",-152,NA
"856","Chullora",2007,"2006-07",0,NA
"857","Chullora",2008,"2007-08",0,NA
"858","Chullora",2009,"2008-09",0,NA
"859","Chullora",2010,"2009-10",0,NA
"860","Chullora",2011,"2010-11",0,NA
"861","Chullora",2012,"2011-12",0,NA
"862","Chullora",2013,"2012-13",0,NA
"863","Chullora",2014,"2013-14",16,NA
"864","Chullora",2015,"2014-15",65,NA
"865","Condell Park",2007,"2006-07",-50,NA
"866","Condell Park",2008,"2007-08",-75,NA
"867","Condell Park",2009,"2008-09",-115,NA
"868","Condell Park",2010,"2009-10",-38,NA
"869","Condell Park",2011,"2010-11",7,NA
"870","Condell Park",2012,"2011-12",-181,NA
"871","Condell Park",2013,"2012-13",-113,NA
"872","Condell Park",2014,"2013-14",-209,NA
